Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1919.2028843567114
FDW14,OUT017,1414.9648069871678
NCN55,OUT010,1882.041927684871
FDQ58,OUT017,2521.3393736017024
FDY38,OUT027,5006.981776555263
FDH56,OUT046,1910.5462288250496
FDL48,OUT018,667.4081617520014
FDC48,OUT027,2761.303863455167
FDN33,OUT045,1656.6000647361984
FDA36,OUT017,2994.8404591041644
FDT44,OUT017,1979.0211612373514
FDQ56,OUT045,1502.8452339990795
NCC54,OUT019,1831.4480380202863
FDU11,OUT049,2099.1995309161844
DRL59,OUT013,955.7852893292288
FDM24,OUT049,2573.5434467348764
FDI57,OUT045,3350.7315249952517
DRC12,OUT018,2724.5349577845554
NCM42,OUT027,3156.008388066246
FDA46,OUT010,1151.8974779205996
FDA31,OUT013,2799.035016427717
NCJ31,OUT035,3694.1142412659538
FDG52,OUT046,758.0409981672433
NCL19,OUT019,427.53715822144113
FDS10,OUT035,2906.6000852221364
FDX22,OUT010,1497.6509085311654
NCF19,OUT035,906.557420130001
NCE06,OUT046,2445.6649835021
DRC27,OUT046,3695.161206688673
FDE21,OUT035,1969.7922546332888
NCR42,OUT019,-1226.4591520108643
FDX51,OUT018,2844.0501907227317
NCR06,OUT018,516.4371105254572
FDU31,OUT027,4866.948886039449
FDU59,OUT017,2630.642881567899
FDR03,OUT027,4656.9594314680235
FDS49,OUT027,2757.898525399495
FDD48,OUT010,31.860965422211848
NCF18,OUT017,3017.387748815164
NCD43,OUT027,3069.0842356779567
NCD54,OUT018,2005.72613008415
FDY19,OUT010,79.33229175750967
NCY54,OUT017,2704.8936662531787
NCL19,OUT018,2031.8792798926356
FDP23,OUT010,1566.9826161839464
FDC26,OUT013,1857.8756214158389
FDR14,OUT010,-960.6882894399187
NCS41,OUT035,2922.024351301232
FDF41,OUT035,3843.24337763758
FDU34,OUT046,1941.975530207797
DRH11,OUT046,930.9719423141519
FDM03,OUT013,1751.6303583269373
FDS31,OUT017,2977.3615924737032
FDJ20,OUT017,2085.7135085677305
FDV44,OUT027,4429.533921718583
FDG02,OUT049,3144.8662745258252
FDA09,OUT013,2926.7025897434905
FDT04,OUT013,699.7695338433464
FDL58,OUT019,2240.2616352120094
FDE52,OUT045,1588.7798675997392
FDW12,OUT035,2413.3193268274104
FDL51,OUT017,3417.6389454226896
NCY42,OUT027,3630.8866038304923
FDR07,OUT017,1672.7466332652002
FDN40,OUT045,2454.075435546877
FDB35,OUT027,2965.054506345161
FDA22,OUT017,2725.572479041399
NCL06,OUT046,3956.3649597285985
FDI35,OUT013,2926.3335153495773
NCW42,OUT045,3484.610041943549
NCX06,OUT049,2959.491659295384
FDC37,OUT027,3158.1728216442084
FDZ14,OUT018,1724.2756231264302
DRG49,OUT049,3898.766687781943
NCG06,OUT045,4009.6619110326396
DRC36,OUT045,2823.3913894245043
FDV21,OUT019,72.51012054355033
FDB53,OUT046,2246.1146082918135
DRP47,OUT019,1986.3739550646046
FDA14,OUT013,2290.216631730556
DRC24,OUT035,2470.2020507300685
FDW21,OUT018,1447.0902892826084
NCH29,OUT046,1535.5969927119409
FDU58,OUT013,3045.275639740555
FDY27,OUT017,2821.1162336179705
FDV56,OUT035,1933.0324953284894
FDT59,OUT046,3515.382278059527
FDB23,OUT046,3546.984676630484
FDR49,OUT045,904.3845499577392
FDB03,OUT010,1861.1989640931424
FDN39,OUT045,2758.3548888583373
FDX02,OUT027,4825.825954687783
FDQ16,OUT027,3134.5780526693416
FDU35,OUT018,1362.105303714065
NCT29,OUT013,1989.3774929417996
FDZ27,OUT046,798.8534558157435
FDN57,OUT017,2291.4545577962717
FDA03,OUT018,2073.3294137769262
FDZ36,OUT045,3012.631686377828
NCU05,OUT013,1384.2590460978327
FDT39,OUT018,2199.159517484804
FDK60,OUT017,1675.632675228646
FDZ25,OUT017,2807.171632609524
FDG12,OUT046,1858.4613243161439
DRB01,OUT019,1138.5266403608125
NCC43,OUT027,5216.225706043754
FDX13,OUT019,2031.7272311155189
FDM22,OUT049,1134.5626819259573
FDJ03,OUT027,2280.5020160669933
FDU14,OUT018,3591.663515332608
FDB33,OUT010,751.8101068883784
FDP27,OUT046,2898.327072969172
FDO38,OUT010,-515.3094108810255
FDE28,OUT027,4977.478665655605
FDO27,OUT035,1624.108529671742
DRL23,OUT027,3151.6490559635326
FDS28,OUT046,940.9128479971723
FDX24,OUT013,1580.8100714827233
FDZ02,OUT035,1668.3742258040438
FDL46,OUT045,1961.3192333679067
FDS60,OUT027,4205.929056844726
NCO06,OUT017,652.0134182479242
FDO16,OUT035,1468.9329266876812
FDC60,OUT049,1605.3314188392242
FDA48,OUT018,3126.082945386767
FDZ36,OUT027,4373.117292898375
FDK27,OUT045,2038.2723708179092
FDW23,OUT018,450.59604249150607
FDM14,OUT018,1575.0377973015738
FDM14,OUT013,1850.0562141069172
FDW60,OUT018,2583.79577872538
FDE21,OUT013,1971.5999678127646
NCM42,OUT035,1822.5861527442185
FDY59,OUT010,-267.2348504113852
DRI49,OUT049,1421.2078188321898
FDT28,OUT019,529.3851376615312
FDQ22,OUT018,491.22531472044284
FDR60,OUT049,1370.7800486863616
FDC50,OUT019,-339.45139003430904
FDV24,OUT013,2418.6825893484656
DRF48,OUT010,1131.5213929166175
FDQ47,OUT046,642.4595569562525
DRN36,OUT049,1754.266616494093
NCY06,OUT035,2095.9862125984896
FDE52,OUT035,1572.1769937868726
NCB54,OUT045,2095.151714808439
NCF31,OUT035,2453.5873868258486
FDJ08,OUT027,4370.5258166203785
NCC07,OUT017,1771.4905997458181
NCD19,OUT027,2334.9175054561774
FDL46,OUT049,2086.6171735287744
FDM20,OUT045,3916.400363261677
NCI06,OUT010,980.8468597482092
DRM11,OUT035,4051.845587477237
NCH07,OUT018,2198.2943577964434
FDS23,OUT013,2082.6645881573622
FDO49,OUT018,685.8455750541088
FDS35,OUT049,1247.6565517578288
DRK39,OUT045,1420.9520946367684
DRI39,OUT049,1115.4761051609266
FDV04,OUT017,2533.682874614615
NCN14,OUT035,2884.023360876442
FDH08,OUT013,3670.91313038966
FDS20,OUT046,2845.876354818982
FDV40,OUT049,1416.3413144985998
FDZ48,OUT010,-50.47943467098048
FDS24,OUT027,2886.2400388660017
FDK44,OUT049,2889.467000289328
FDS48,OUT045,2477.6447619738956
FDK26,OUT010,1188.3899355394747
FDD23,OUT045,3104.8486110220115
NCH54,OUT017,2543.0179449073676
NCP14,OUT010,-161.70132695987195
FDM60,OUT010,-1041.7697470141957
FDV24,OUT017,2424.331608904191
FDH08,OUT018,3333.654816626846
FDS12,OUT027,3382.259957438433
FDR39,OUT027,4218.441444097223
FDP12,OUT027,2133.0929440213577
DRF60,OUT027,5025.763722730422
FDC09,OUT035,1834.9856444037146
FDF50,OUT018,2872.855525634802
FDG28,OUT035,3860.3018407059326
NCE19,OUT017,987.459692703233
NCM53,OUT010,-76.4645014708085
NCN18,OUT049,1938.7933873069924
FDF32,OUT035,3200.604560184591
FDF11,OUT013,3842.388258814309
DRI59,OUT049,3638.02664637957
NCG54,OUT035,2692.9037298464063
FDM44,OUT046,1647.690459791761
FDT57,OUT018,3409.021495810428
FDV24,OUT046,2312.5157671107095
FDI50,OUT019,1782.024804585969
FDS09,OUT035,1008.3628354813732
NCC31,OUT027,3825.74225428539
FDQ07,OUT019,1614.9962474592476
FDC22,OUT017,3058.522628564092
FDZ56,OUT046,2658.145415704892
FDZ40,OUT019,-896.491679825901
FDS46,OUT027,3350.6952943456367
DRD24,OUT045,2294.8105670565765
FDV45,OUT017,3017.152626724847
FDL26,OUT045,2560.081016438692
FDA56,OUT018,1771.0526801655978
FDN27,OUT046,1864.1168526845095
FDM20,OUT049,3970.5142913356544
FDO16,OUT017,1433.2805434439024
FDL03,OUT035,3180.670633504843
FDE58,OUT046,1835.2788892928297
FDI02,OUT027,3261.74404802399
NCC55,OUT019,-1170.2224752920201
FDR03,OUT018,3012.9409704718673
FDB14,OUT017,1639.6730972866694
FDR45,OUT013,3750.3104106051946
NCN07,OUT017,2121.8563296882917
FDM51,OUT019,-100.6899030671484
FDT52,OUT027,5205.09359978446
FDL26,OUT046,2410.6452163217364
NCZ42,OUT046,3631.372536647512
DRI47,OUT019,495.16714935291066
FDW40,OUT013,2293.014965262271
FDN34,OUT046,2675.3890627934165
