Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1624.4691203319517
FDW14,OUT017,1349.5129043321313
NCN55,OUT010,584.7577647727273
FDQ58,OUT017,2567.2207443008215
FDY38,OUT027,6280.890880000003
FDH56,OUT046,2049.2594471032767
FDL48,OUT018,754.596095726496
FDC48,OUT027,2517.882088484848
FDN33,OUT045,1624.4691203319517
FDA36,OUT017,3101.9538890429985
FDT44,OUT017,2049.2594471032767
FDQ56,OUT045,1349.5129043321313
NCC54,OUT019,584.7577647727273
FDU11,OUT049,2049.2594471032767
DRL59,OUT013,754.596095726496
FDM24,OUT049,2567.2207443008215
FDI57,OUT045,3101.9538890429985
DRC12,OUT018,3101.9538890429985
NCM42,OUT027,3242.0620715328478
FDA46,OUT010,482.69954262295084
FDA31,OUT013,2843.5697892156873
NCJ31,OUT035,3791.6029208267073
FDG52,OUT046,754.596095726496
NCL19,OUT019,281.48208181818177
FDS10,OUT035,3101.9538890429985
FDX22,OUT010,584.7577647727273
NCF19,OUT035,754.596095726496
NCE06,OUT046,2567.2207443008215
DRC27,OUT046,3791.6029208267073
FDE21,OUT035,2049.2594471032767
NCR42,OUT019,92.67548155339806
FDX51,OUT018,3101.9538890429985
NCR06,OUT018,602.076282
FDU31,OUT027,5329.314724444443
FDU59,OUT017,2567.2207443008215
FDR03,OUT027,5329.314724444443
FDS49,OUT027,2517.882088484848
FDD48,OUT010,281.48208181818177
NCF18,OUT017,3101.9538890429985
NCD43,OUT027,2517.882088484848
NCD54,OUT018,1752.2524400000002
FDY19,OUT010,281.48208181818177
NCY54,OUT017,2843.5697892156873
NCL19,OUT018,2232.84702184874
FDP23,OUT010,584.7577647727273
FDC26,OUT013,1624.4691203319517
FDR14,OUT010,165.91858165137612
NCS41,OUT035,3101.9538890429985
FDF41,OUT035,3791.6029208267073
FDU34,OUT046,2049.2594471032767
DRH11,OUT046,876.3205797979803
FDM03,OUT013,1624.4691203319517
FDS31,OUT017,3101.9538890429985
FDJ20,OUT017,2049.2594471032767
FDV44,OUT027,5329.314724444443
FDG02,OUT049,3101.9538890429985
FDA09,OUT013,2843.5697892156873
FDT04,OUT013,602.076282
FDL58,OUT019,584.7577647727273
FDE52,OUT045,1349.5129043321313
FDW12,OUT035,2567.2207443008215
FDL51,OUT017,3791.6029208267073
NCY42,OUT027,3242.0620715328478
FDR07,OUT017,1624.4691203319517
FDN40,OUT045,2567.2207443008215
FDB35,OUT027,2517.882088484848
FDA22,OUT017,2567.2207443008215
NCL06,OUT046,4217.021639252334
FDI35,OUT013,3101.9538890429985
NCW42,OUT045,3791.6029208267073
NCX06,OUT049,2843.5697892156873
FDC37,OUT027,2517.882088484848
FDZ14,OUT018,1752.2524400000002
DRG49,OUT049,3791.6029208267073
NCG06,OUT045,4217.021639252334
DRC36,OUT045,2843.5697892156873
FDV21,OUT019,281.48208181818177
FDB53,OUT046,2567.2207443008215
DRP47,OUT019,584.7577647727273
FDA14,OUT013,2567.2207443008215
DRC24,OUT035,2567.2207443008215
FDW21,OUT018,1624.4691203319517
NCH29,OUT046,1624.4691203319517
FDU58,OUT013,3101.9538890429985
FDY27,OUT017,2843.5697892156873
FDV56,OUT035,1624.4691203319517
FDT59,OUT046,3791.6029208267073
FDB23,OUT046,3791.6029208267073
FDR49,OUT045,754.596095726496
FDB03,OUT010,584.7577647727273
FDN39,OUT045,2567.2207443008215
FDX02,OUT027,5329.314724444443
FDQ16,OUT027,2517.882088484848
FDU35,OUT018,1624.4691203319517
NCT29,OUT013,2049.2594471032767
FDZ27,OUT046,754.596095726496
