Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1771.1843182608702
FDW14,OUT017,1423.7322089743598
NCN55,OUT010,1986.6532456445973
FDQ58,OUT017,2828.0515436052283
FDY38,OUT027,6008.963749899799
FDH56,OUT046,1994.6280979591866
FDL48,OUT018,1141.0579411229126
FDC48,OUT027,1967.5439728467154
FDN33,OUT045,1633.2608003412943
FDA36,OUT017,3673.963723828131
FDT44,OUT017,1983.0746312873407
FDQ56,OUT045,1432.3340959721197
NCC54,OUT019,1988.5515074484974
FDU11,OUT049,2101.53288761062
DRL59,OUT013,1141.0579411229126
FDM24,OUT049,2673.736017470308
FDI57,OUT045,3732.547727383368
DRC12,OUT018,3608.708978463916
NCM42,OUT027,2416.523874166671
FDA46,OUT010,572.900668508287
FDA31,OUT013,3210.6769559632935
NCJ31,OUT035,4002.3879045534077
FDG52,OUT046,1141.0579411229126
NCL19,OUT019,1312.896847299816
FDS10,OUT035,3626.0007979527613
FDX22,OUT010,608.6838714285714
NCF19,OUT035,1141.0579411229126
NCE06,OUT046,2960.0089364189953
DRC27,OUT046,4106.8418896029125
FDE21,OUT035,1996.3762054389351
NCR42,OUT019,847.3813008547002
FDX51,OUT018,3608.708978463916
NCR06,OUT018,1141.0579411229126
FDU31,OUT027,5499.692157446809
FDU59,OUT017,2938.4029003364967
FDR03,OUT027,5463.9713106580075
FDS49,OUT027,1967.5439728467154
FDD48,OUT010,1306.9172252319072
NCF18,OUT017,3726.5661011280595
NCD43,OUT027,2318.125441623608
NCD54,OUT018,2420.665664955894
FDY19,OUT010,1306.9172252319072
NCY54,OUT017,3251.687169494953
NCL19,OUT018,2568.645097433869
FDP23,OUT010,614.1959397260273
FDC26,OUT013,1960.8765020756123
FDR14,OUT010,847.3813008547002
NCS41,OUT035,3726.5661011280595
FDF41,OUT035,3993.696477517538
FDU34,OUT046,2250.585883825358
DRH11,OUT046,1141.0579411229126
FDM03,OUT013,1724.9620591895775
FDS31,OUT017,3535.216638014518
FDJ20,OUT017,2071.769173102431
FDV44,OUT027,5112.929601659751
FDG02,OUT049,3671.858794714349
FDA09,OUT013,3636.895419298804
FDT04,OUT013,1141.0579411229126
FDL58,OUT019,1962.7772339754868
FDE52,OUT045,1495.591254097057
FDW12,OUT035,2585.458700528538
FDL51,OUT017,3816.1052598028346
NCY42,OUT027,3310.0906644684164
FDR07,OUT017,1619.4509207368394
FDN40,OUT045,2633.984848902394
FDB35,OUT027,2096.789579607842
FDA22,OUT017,2940.531621347337
NCL06,OUT046,4843.98554811655
FDI35,OUT013,3626.0007979527613
NCW42,OUT045,3890.719007486294
NCX06,OUT049,3522.650165555051
FDC37,OUT027,2337.9143371458017
FDZ14,OUT018,2063.201682612929
DRG49,OUT049,4106.8418896029125
NCG06,OUT045,4815.685868386328
DRC36,OUT045,3310.0906644684164
FDV21,OUT019,1358.4713550999984
FDB53,OUT046,2614.5828923529434
DRP47,OUT019,1988.5515074484974
FDA14,OUT013,2562.4487688065533
DRC24,OUT035,2673.736017470308
FDW21,OUT018,1690.6409636556837
NCH29,OUT046,1633.2608003412943
FDU58,OUT013,3796.2815810620214
FDY27,OUT017,3441.441449462373
FDV56,OUT035,1831.4677403237101
FDT59,OUT046,3976.293767377644
FDB23,OUT046,3889.2613900847473
FDR49,OUT045,1141.0579411229126
FDB03,OUT010,1986.6532456445973
FDN39,OUT045,3081.000815026832
FDX02,OUT027,5431.8048419452825
FDQ16,OUT027,2337.9143371458017
FDU35,OUT018,1666.5853713156393
NCT29,OUT013,2071.769173102431
FDZ27,OUT046,1141.0579411229126
FDN57,OUT017,2362.7574329523695
FDA03,OUT018,2568.645097433869
FDZ36,OUT045,3671.858794714349
NCU05,OUT013,1349.6386627728627
FDT39,OUT018,2576.9026284441156
FDK60,OUT017,1619.4509207368394
FDZ25,OUT017,3084.3319635457055
FDG12,OUT046,2101.53288761062
DRB01,OUT019,572.900668508287
NCC43,OUT027,6092.573409756099
FDX13,OUT019,2119.205771906355
FDM22,OUT049,1141.0579411229126
FDJ03,OUT027,1912.6162075829357
FDU14,OUT018,3732.331925335793
FDB33,OUT010,460.13284942528753
FDP27,OUT046,3670.131924831699
FDO38,OUT010,1073.811972410456
FDE28,OUT027,6008.963749899799
FDO27,OUT035,1633.2608003412943
DRL23,OUT027,2337.9143371458017
FDS28,OUT046,1141.0579411229126
FDX24,OUT013,1562.247466736406
FDZ02,OUT035,1633.2608003412943
