Item_Identifier,Outlet_Identifier,Item_Outlet_Sales
FDW58,OUT049,1505.185061080656
FDW14,OUT017,1505.185061080656
NCN55,OUT010,613.4907320754719
FDQ58,OUT017,2526.199638144328
FDY38,OUT027,6318.503775257729
FDH56,OUT046,2004.7401955032146
FDL48,OUT018,658.3690839116719
FDC48,OUT027,2517.8820884848483
FDN33,OUT045,1505.185061080656
FDA36,OUT017,3008.5785899025705
FDT44,OUT017,2004.7401955032146
FDQ56,OUT045,1505.185061080656
NCC54,OUT019,613.4907320754719
FDU11,OUT049,2004.7401955032146
DRL59,OUT013,658.3690839116719
FDM24,OUT049,2526.199638144328
FDI57,OUT045,3008.5785899025705
DRC12,OUT018,3008.5785899025705
NCM42,OUT027,3242.062071532847
FDA46,OUT010,482.69954262295084
FDA31,OUT013,3008.5785899025705
NCJ31,OUT035,3935.349666736842
FDG52,OUT046,658.3690839116719
NCL19,OUT019,306.31705894736837
FDS10,OUT035,3008.5785899025705
FDX22,OUT010,541.2478428571429
NCF19,OUT035,658.3690839116719
NCE06,OUT046,2526.199638144328
DRC27,OUT046,3935.349666736842
FDE21,OUT035,2004.7401955032146
NCR42,OUT019,89.83445208333336
FDX51,OUT018,3008.5785899025705
NCR06,OUT018,658.3690839116719
FDU31,OUT027,5324.977443715847
FDU59,OUT017,2526.199638144328
FDR03,OUT027,5324.977443715847
FDS49,OUT027,2517.8820884848483
FDD48,OUT010,258.57603495145634
NCF18,OUT017,3008.5785899025705
NCD43,OUT027,2517.8820884848483
NCD54,OUT018,2004.7401955032146
FDY19,OUT010,258.57603495145634
NCY54,OUT017,3008.5785899025705
NCL19,OUT018,2526.199638144328
FDP23,OUT010,613.4907320754719
FDC26,OUT013,1505.185061080656
FDR14,OUT010,163.8499362068965
NCS41,OUT035,3008.5785899025705
FDF41,OUT035,3935.349666736842
FDU34,OUT046,2004.7401955032146
DRH11,OUT046,952.4499870246079
FDM03,OUT013,1505.185061080656
FDS31,OUT017,3008.5785899025705
FDJ20,OUT017,2004.7401955032146
FDV44,OUT027,5324.977443715847
FDG02,OUT049,3008.5785899025705
FDA09,OUT013,3008.5785899025705
FDT04,OUT013,658.3690839116719
FDL58,OUT019,541.2478428571429
FDE52,OUT045,1505.185061080656
FDW12,OUT035,2526.199638144328
FDL51,OUT017,3935.349666736842
NCY42,OUT027,3242.062071532847
FDR07,OUT017,1505.185061080656
FDN40,OUT045,2526.199638144328
FDB35,OUT027,2517.8820884848483
FDA22,OUT017,2526.199638144328
NCL06,OUT046,3935.349666736842
FDI35,OUT013,3008.5785899025705
NCW42,OUT045,3935.349666736842
NCX06,OUT049,3008.5785899025705
FDC37,OUT027,2517.8820884848483
FDZ14,OUT018,2004.7401955032146
DRG49,OUT049,3935.349666736842
NCG06,OUT045,3935.349666736842
DRC36,OUT045,3008.5785899025705
FDV21,OUT019,306.31705894736837
FDB53,OUT046,2526.199638144328
DRP47,OUT019,613.4907320754719
FDA14,OUT013,2526.199638144328
DRC24,OUT035,2526.199638144328
